City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,kapaa,22.0752,-159.319,296.33,91,40,1.54,US,1680452164
1,buraydah,26.326,43.975,293.88,15,0,4.61,SA,1680451973
2,rikitea,-23.1203,-134.9692,300.12,80,34,6.86,PF,1680452164
3,mahebourg,-20.4081,57.7,300.51,89,75,3.6,MU,1680452165
4,bluff,-46.6,168.3333,284.66,73,92,4.76,NZ,1680452165
5,yulara,-25.2406,130.9889,296.43,52,27,5.57,AU,1680452165
6,tiksi,71.6872,128.8694,262.61,78,100,14.79,RU,1680452165
7,santa cruz,-17.8,-63.1667,303.85,66,40,1.54,BO,1680451882
8,hobart,-42.8794,147.3294,285.96,81,38,3.6,AU,1680451930
9,kapit,2.0167,112.9333,295.68,99,100,0.66,MY,1680452166
10,hithadhoo,-0.6,73.0833,301.31,71,9,3.19,MV,1680452166
11,viedma,-40.8135,-62.9967,295.26,37,100,6.22,AR,1680452167
12,port alfred,-33.5906,26.891,296.58,89,43,2.24,ZA,1680452167
13,marsh harbour,26.5412,-77.0636,298.5,75,17,5.74,BS,1680452168
14,pringsewu,-5.3582,104.9744,296.28,95,99,1.9,ID,1680452168
15,tuatapere,-46.1333,167.6833,281.18,83,92,1.83,NZ,1680452168
16,faya,18.3851,42.4509,291.21,67,79,3.12,SA,1680452168
17,atuona,-9.8,-139.0333,300.53,72,88,7.08,PF,1680452006
18,kaitangata,-46.2817,169.8464,280.16,91,29,3.24,NZ,1680452169
19,qaanaaq,77.484,-69.3632,251.44,70,23,1.31,GL,1680452169
20,nsukka,6.8561,7.3927,306.22,33,82,2.31,NG,1680452170
21,arman,59.7,150.1667,267.73,95,100,2.51,RU,1680452170
22,mataura,-46.1927,168.8643,279.39,92,57,1.3,NZ,1680452170
23,hilo,19.7297,-155.09,296.08,90,100,1.54,US,1680452087
24,hermanus,-34.4187,19.2345,294.15,87,12,3.52,ZA,1680452171
25,tezu,27.9167,96.1667,289.72,95,99,1.06,IN,1680452171
26,busselton,-33.65,115.3333,289.63,90,0,5.64,AU,1680452154
27,torbay,47.6666,-52.7314,280.58,76,100,8.23,CA,1680452171
28,port lincoln,-34.7333,135.8667,289.39,65,100,5.31,AU,1680452124
29,borsa,47.6553,24.6633,280.3,93,100,1.14,RO,1680452172
30,iguape,-24.7081,-47.5553,297.98,63,94,3.79,BR,1680452172
31,albany,42.6001,-73.9662,277.69,39,5,4.02,US,1680451949
32,veraval,20.9,70.3667,297.88,73,1,4.34,IN,1680452173
33,punta arenas,-53.15,-70.9167,288.21,36,75,9.26,CL,1680452151
34,vaini,-21.2,-175.2,297.24,83,20,2.57,TO,1680452173
35,richards bay,-28.783,32.0377,297.25,79,0,5.89,ZA,1680451967
36,cape town,-33.9258,18.4232,294.38,85,75,7.72,ZA,1680451484
37,dubti,11.7361,41.0853,305.05,46,100,0.51,ET,1680452174
38,batarci,48.0333,23.1667,289.92,69,99,1.96,RO,1680452174
39,rumphi,-11.0186,33.8575,292.4,97,100,1.7,MW,1680452175
40,coari,-4.085,-63.1414,295.73,98,100,0.61,BR,1680452176
41,arraial do cabo,-22.9661,-42.0278,298.07,69,75,7.2,BR,1680451997
42,rorvik,64.8621,11.2373,278.21,42,0,4.63,NO,1680452176
43,dikson,73.5069,80.5464,248.48,99,99,4.44,RU,1680452176
44,santa maria,-29.6842,-53.8069,298.71,34,8,3.23,BR,1680451897
45,avarua,-21.2078,-159.775,299.18,83,75,3.6,CK,1680452177
46,gualeguay,-33.1416,-59.3097,294.39,44,97,3.17,AR,1680452178
47,la ronge,55.1001,-105.2842,262.58,93,100,5.85,CA,1680452124
48,nikolskoye,59.7035,30.7861,274.15,87,71,4.83,RU,1680452179
49,lebu,-37.6167,-73.65,288.16,78,53,6.19,CL,1680452179
50,ushuaia,-54.8,-68.3,282.96,66,0,1.03,AR,1680451896
51,batticaloa,7.7102,81.6924,300.22,80,17,4.16,LK,1680452179
52,sabzevar,36.2126,57.6819,286.34,26,18,1.66,IR,1680452179
53,sibolga,1.7427,98.7792,297.35,93,100,1.1,ID,1680452180
54,castro,-24.7911,-50.0119,295.56,69,91,0.96,BR,1680451886
55,bredasdorp,-34.5322,20.0403,294.13,76,5,4.25,ZA,1680452180
56,detmold,51.8,8.0,281.17,57,46,4.69,DE,1680452180
57,saskylakh,71.9167,114.0833,266.12,94,100,3.49,RU,1680452181
58,mount gambier,-37.8333,140.7667,281.74,91,0,1.58,AU,1680452181
59,abu dhabi,24.4667,54.3667,297.01,54,0,4.63,AE,1680452181
60,saldanha,-33.0117,17.9442,290.77,89,62,5.82,ZA,1680452181
61,camarillo,34.2164,-119.0376,289.06,76,0,1.54,US,1680452182
62,poum,-20.2333,164.0167,299.1,77,10,4.19,NC,1680452182
63,bera,24.0833,89.6167,299.24,54,45,2.08,BD,1680452182
64,taft,31.7471,54.2088,288.12,6,0,3.09,IR,1680452183
65,kamaishi,39.2667,141.8833,278.7,82,84,2.36,JP,1680452183
66,puerto ayora,-0.7393,-90.3518,303.13,88,56,3.13,EC,1680452183
67,east london,-33.0153,27.9116,297.18,81,31,7.87,ZA,1680451987
68,kahului,20.8947,-156.47,296.4,88,0,2.06,US,1680451957
69,gurupa,-1.405,-51.64,300.94,79,77,2.0,BR,1680452184
70,nouakchott,18.0858,-15.9785,314.11,20,70,2.19,MR,1680452184
71,sorland,67.667,12.6934,275.07,60,100,4.88,NO,1680452185
72,khatanga,71.9667,102.5,267.97,97,100,2.88,RU,1680452185
73,upernavik,72.7868,-56.1549,247.06,92,62,2.5,GL,1680452186
74,tasiilaq,65.6145,-37.6368,271.24,68,100,0.72,GL,1680452186
75,hargeysa,9.56,44.065,296.14,67,99,5.57,SO,1680452186
76,diadi,16.662,121.3658,295.45,93,60,0.73,PH,1680452186
77,cidreira,-30.1811,-50.2056,296.0,51,53,3.19,BR,1680452187
78,mount pleasant,32.7941,-79.8626,296.23,43,0,2.57,US,1680452123
79,san patricio,28.017,-97.5169,302.07,57,100,7.55,US,1680452187
80,san cristobal,7.7669,-72.225,298.25,70,100,3.13,VE,1680452187
81,myszkow,50.5752,19.3246,276.84,88,100,5.31,PL,1680452188
82,mocuba,-16.8392,36.9856,295.41,92,94,1.57,MZ,1680452188
83,pevek,69.7008,170.3133,240.94,100,100,1.12,RU,1680452188
84,bakel,14.905,-12.4568,314.42,5,0,5.8,SN,1680452188
85,new norfolk,-42.7826,147.0587,285.77,72,54,1.0,AU,1680452189
86,harper,4.375,-7.7169,302.45,65,11,4.08,LR,1680452189
87,airai,-8.9266,125.4092,288.43,94,91,0.48,TL,1680452189
88,tuktoyaktuk,69.4541,-133.0374,248.15,77,0,2.57,CA,1680452189
89,cap malheureux,-19.9842,57.6142,300.08,77,100,2.68,MU,1680452190
90,suntar,62.1444,117.6319,261.86,89,17,2.96,RU,1680452190
91,isla vista,34.4133,-119.861,291.65,76,0,1.34,US,1680452190
92,solnechnyy,50.7214,136.6319,273.7,94,31,1.74,RU,1680452191
93,batagay-alyta,67.8006,130.4114,257.58,86,99,2.39,RU,1680452191
94,rudnichnyy,59.617,52.4703,275.14,98,100,1.26,RU,1680452191
95,olhao,37.0286,-7.8411,294.98,71,0,6.69,PT,1680452000
96,hasaki,35.7333,140.8333,283.27,61,100,9.2,JP,1680452192
97,kedougou,12.5579,-12.1743,307.47,31,0,4.12,SN,1680452192
98,aklavik,68.2191,-135.0107,253.15,77,40,2.06,CA,1680452192
99,leningradskiy,69.3833,178.4167,246.07,95,95,4.05,RU,1680452193
100,bairiki,1.3292,172.9752,300.47,77,30,4.28,KI,1680452193
101,samarai,-10.6167,150.6667,300.98,79,52,3.7,PG,1680452193
102,port macquarie,-31.4333,152.9167,289.2,88,60,1.4,AU,1680452193
103,plouzane,48.3833,-4.6167,285.18,69,75,4.63,FR,1680452193
104,les trois-ilets,14.539,-61.0361,301.1,65,75,9.77,MQ,1680452194
105,abu samrah,35.3029,37.1841,287.96,66,100,3.8,SY,1680452194
106,nicoya,10.1483,-85.452,303.92,48,98,5.34,CR,1680452194
107,lamu,-2.2717,40.902,302.27,77,20,5.14,KE,1680452194
108,nyurba,63.2842,118.3319,263.3,87,72,5.22,RU,1680452194
109,dumka,24.2667,87.25,300.7,30,8,2.59,IN,1680452195
110,barrow,71.2906,-156.7887,257.16,85,100,8.75,US,1680452196
111,chokurdakh,70.6333,147.9167,245.2,98,50,4.36,RU,1680452196
112,arkhangelsk,64.5401,40.5433,273.21,59,20,3.0,RU,1680452013
113,port elizabeth,-33.918,25.5701,296.54,87,0,2.24,ZA,1680452196
114,coihaique,-45.5752,-72.0662,286.49,58,75,1.54,CL,1680452196
115,ilulissat,69.2167,-51.1,261.16,72,40,2.06,GL,1680452196
116,shirokiy,49.758,129.523,282.04,56,92,3.37,RU,1680452196
117,saint anthony,45.0205,-93.218,279.18,57,0,8.75,US,1680452196
118,russell,32.3502,-85.1999,292.54,38,77,2.38,US,1680452124
119,deori khas,23.4,79.0167,300.42,29,57,2.32,IN,1680452197
120,isakly,54.1333,51.5333,280.38,67,74,3.97,RU,1680452197
121,sechura,-5.5569,-80.8222,301.96,63,98,1.14,PE,1680452197
122,miramar,25.9873,-80.2323,303.72,63,40,4.12,US,1680452197
123,vao,-22.6667,167.4833,298.3,83,8,2.03,NC,1680452198
124,chatrapur,19.35,84.9833,299.99,82,16,7.54,IN,1680452198
125,narrabri,-30.3167,149.7833,289.0,80,81,0.89,AU,1680452198
126,inirida,3.8653,-67.9239,303.71,59,78,1.54,CO,1680452198
127,butaritari,3.0707,172.7902,300.39,75,51,3.31,KI,1680452199
128,sao joao da barra,-21.6403,-41.0511,304.2,60,98,7.49,BR,1680452071
129,vilyuysk,63.7553,121.6247,263.57,87,98,5.3,RU,1680452199
130,nemuro,43.3236,145.575,273.82,72,0,6.87,JP,1680452199
131,hamilton,39.1834,-84.5333,281.42,67,100,2.68,US,1680451919
132,mbanza-ngungu,-5.25,14.8667,298.54,77,29,1.31,CD,1680452199
133,mar del plata,-38.0023,-57.5575,298.12,45,0,3.6,AR,1680452085
134,henties bay,-22.116,14.2845,291.1,77,12,4.64,NA,1680452200
135,yellowknife,62.456,-114.3525,256.44,85,100,3.6,CA,1680451520
136,bambanglipuro,-7.95,110.2833,298.07,86,99,2.22,ID,1680452200
137,presidente epitacio,-21.7633,-52.1156,302.46,61,6,2.62,BR,1680451941
138,mayya,61.7333,130.2811,255.77,96,61,2.43,RU,1680452200
139,novikovo,51.1537,37.8879,282.04,70,100,2.97,RU,1680452200
140,korla,41.7597,86.1469,281.21,20,0,4.03,CN,1680452200
141,villanueva de la serena,38.9766,-5.7974,294.17,29,20,2.46,ES,1680452201
142,hollola,61.05,25.4333,271.91,83,91,4.93,FI,1680452201
143,shitkino,56.3703,98.3543,259.56,95,58,1.33,RU,1680452201
144,olinda,-8.0089,-34.8553,303.0,62,20,3.09,BR,1680452201
145,ulladulla,-35.35,150.4667,283.58,85,10,1.77,AU,1680452201
146,jalingo,8.8833,11.3667,310.75,9,95,2.23,NG,1680452201
147,sisophon,13.5859,102.9737,301.47,61,60,3.2,KH,1680452201
148,esperance,-33.8667,121.9,290.9,76,0,4.6,AU,1680452202
149,tucuma,-0.1833,-50.05,299.6,87,72,3.59,BR,1680451940
150,port hardy,50.6996,-127.4199,275.25,100,40,2.57,CA,1680452202
151,burnie,-41.0667,145.9167,283.12,88,13,2.75,AU,1680452202
152,bethel,41.3712,-73.414,281.83,30,0,8.75,US,1680452202
153,ostrovnoy,68.0531,39.5131,268.41,71,100,4.97,RU,1680452202
154,ixtapa,20.7,-105.2,296.72,73,20,2.06,MX,1680452202
155,kupang,-10.1667,123.5833,298.32,89,100,1.92,ID,1680452202
156,kiruna,67.8557,20.2251,269.66,46,0,3.09,SE,1680452203
157,prairie village,38.9917,-94.6336,291.27,31,0,10.8,US,1680452203
158,cabo san lucas,22.8909,-109.9124,298.49,67,40,1.03,MX,1680451904
159,omboue,-1.5746,9.2618,301.64,72,63,5.69,GA,1680452203
160,beyneu,45.3167,55.2,282.7,77,96,3.16,KZ,1680452203
161,asekeyevo,53.5742,52.7972,279.31,76,23,4.62,RU,1680452203
162,imbituba,-28.24,-48.6703,299.74,56,0,4.64,BR,1680452134
163,kruisfontein,-34.0033,24.7314,295.31,67,34,1.53,ZA,1680452204
164,theunissen,-28.411,26.7011,296.13,33,77,5.45,ZA,1680452204
165,auki,-8.7676,160.7034,297.55,88,100,1.7,SB,1680452204
166,bandarbeyla,9.4942,50.8122,301.08,73,7,5.84,SO,1680452204
167,bure,10.7,37.0667,295.75,22,91,4.99,ET,1680452204
168,egvekinot,66.3167,-179.1667,249.35,83,49,1.78,RU,1680452205
169,tilichiki,60.4667,166.1,267.55,97,99,0.69,RU,1680452205
170,sola,-13.8833,167.55,301.17,76,100,4.92,VU,1680451939
171,provideniya,64.3833,-173.3,253.99,96,7,2.52,RU,1680452205
172,marystown,47.1666,-55.1483,275.78,98,100,3.71,CA,1680452205
173,ibra,22.6906,58.5334,301.58,29,74,3.02,OM,1680452205
174,aqtobe,50.2797,57.2072,283.2,34,0,6.0,KZ,1680452205
175,mamallapuram,12.6264,80.1722,303.18,82,18,6.09,IN,1680452205
176,graaff-reinet,-32.2522,24.5308,294.22,60,74,4.41,ZA,1680452206
177,cockburn town,21.4612,-71.1419,298.29,67,0,6.81,TC,1680452206
178,puerto el triunfo,13.2833,-88.55,304.99,37,98,1.61,SV,1680452206
179,ugoofaaru,5.6667,73.0,301.26,71,3,3.83,MV,1680452206
180,kavaratti,10.5669,72.642,301.43,67,7,5.33,IN,1680452206
181,kavieng,-2.5744,150.7967,300.57,81,94,5.72,PG,1680452206
182,souillac,-20.5167,57.5167,299.36,89,75,3.6,MU,1680452206
183,cherskiy,68.75,161.3,235.34,100,28,0.67,RU,1680452206
184,alamogordo,32.8995,-105.9603,293.46,17,0,1.54,US,1680452207
185,laguna,38.421,-121.4238,285.4,74,0,5.66,US,1680452207
186,saint-augustin,51.226,-58.6502,272.98,98,100,9.53,CA,1680452121
187,olafsvik,64.8945,-23.7142,278.08,67,100,5.04,IS,1680452207
188,buala,-8.145,159.5921,299.06,86,100,1.13,SB,1680452207
189,narsaq,60.9167,-46.05,278.27,56,100,2.33,GL,1680452207
190,iqaluit,63.7506,-68.5145,255.0,71,75,1.03,CA,1680452207
191,payo,-3.7508,103.6372,295.67,97,99,1.02,ID,1680452208
192,longyearbyen,78.2186,15.6401,266.06,93,75,2.57,SJ,1680452208
193,bafq,31.6128,55.4107,291.08,11,0,2.73,IR,1680452208
194,ancud,-41.8697,-73.8203,286.89,58,38,2.95,CL,1680452208
195,abnub,27.2696,31.1511,298.73,14,0,3.73,EG,1680452208
196,constitucion,-35.3333,-72.4167,292.75,64,100,5.36,CL,1680452082
197,bongandanga,1.5,21.05,300.03,61,82,2.24,CD,1680452208
198,tura,25.5198,90.2201,293.05,72,39,1.28,IN,1680452208
199,jamestown,42.097,-79.2353,274.55,43,0,3.6,US,1680452132
200,quang ngai,15.1167,108.8,296.45,89,100,2.21,VN,1680452209
201,aksarka,66.5606,67.7975,267.69,84,100,4.08,RU,1680452209
202,norman wells,65.282,-126.8329,256.17,85,75,3.09,CA,1680452209
203,isangel,-19.55,169.2667,299.14,87,6,2.22,VU,1680452209
204,port moresby,-9.4431,147.1797,297.6,91,100,2.42,PG,1680452209
205,eureka,40.8021,-124.1637,281.49,93,95,0.89,US,1680451930
206,yamada,39.4667,141.95,277.99,82,81,1.82,JP,1680452210
207,boguchany,58.3814,97.4531,266.8,78,100,3.92,RU,1680452210
208,kodiak,57.79,-152.4072,271.88,55,0,5.66,US,1680452210
209,muravlenko,63.7898,74.523,273.98,98,100,8.58,RU,1680452210
210,ambon,-3.6954,128.1814,296.61,17,20,1.54,ID,1680452210
211,sao paulo de olivenca,-3.3783,-68.8725,296.01,99,100,0.75,BR,1680452210
212,kinkala,-4.3614,14.7644,299.06,83,93,1.14,CG,1680452210
213,akom,2.6678,12.7109,299.16,61,93,1.93,CM,1680452211
214,te anau,-45.4167,167.7167,277.86,91,13,0.48,NZ,1680452211
215,manokwari,-0.8667,134.0833,298.46,84,84,1.63,ID,1680452211
216,atar,20.5169,-13.0499,310.68,4,0,2.74,MR,1680452211
217,reims,49.1667,4.0833,280.56,87,100,6.69,FR,1680452166
218,inhambane,-23.865,35.3833,296.82,73,47,3.48,MZ,1680452211
219,kirensk,57.7853,108.1119,254.63,99,49,1.19,RU,1680452211
220,bambous virieux,-20.3428,57.7575,299.94,89,75,3.6,MU,1680452212
221,saint-philippe,-21.3585,55.7679,298.92,80,100,1.98,RE,1680452212
222,ust-nera,64.5667,143.2,256.31,95,95,3.47,RU,1680452212
223,pulandian,39.3953,121.9669,284.21,50,100,1.74,CN,1680452212
224,pangnirtung,66.1451,-65.7125,263.15,48,100,1.54,CA,1680452212
225,el alto,-4.2714,-81.2147,300.96,75,99,4.68,PE,1680452213
226,sovetskiy,61.3614,63.5842,273.43,96,68,2.36,RU,1680452213
227,luderitz,-26.6481,15.1594,292.43,74,82,6.89,NA,1680452213
228,awjilah,29.1081,21.2869,301.53,8,0,4.65,LY,1680452213
229,carnarvon,-24.8667,113.6333,297.36,73,92,6.2,AU,1680452213
230,trapani,37.8333,12.6667,285.2,88,40,1.03,IT,1680452213
231,khuzhir,53.1939,107.3397,262.69,76,64,3.83,RU,1680452213
232,kivsharivka,49.6213,37.7036,282.04,72,100,3.7,UA,1680452213
233,lewisporte,49.2499,-55.0482,278.99,100,100,1.85,CA,1680452213
234,sitka,57.0531,-135.33,274.09,86,0,0.0,US,1680452214
235,ribeira grande,38.5167,-28.7,289.14,63,40,11.83,PT,1680452214
236,dingle,10.9995,122.6711,297.29,83,54,2.64,PH,1680452214
237,waipawa,-41.4122,175.5153,285.79,88,80,5.59,NZ,1680452214
238,vredendal,-31.6683,18.5012,292.59,79,89,6.87,ZA,1680452215
239,moosomin,50.1333,-101.6677,270.61,97,100,2.32,CA,1680452215
240,fortuna,40.5982,-124.1573,281.34,91,97,3.13,US,1680452215
241,vikhorevka,56.1201,101.1636,263.92,95,71,1.44,RU,1680452215
242,seydi,39.4816,62.9137,288.71,48,82,5.61,TM,1680452215
243,coxim,-18.5067,-54.76,303.68,57,0,2.24,BR,1680452215
244,lorengau,-2.0226,147.2712,299.62,81,86,1.26,PG,1680452216
245,hanna,51.6334,-111.9018,270.29,91,100,5.81,CA,1680451944
246,lahuachaca,-17.3667,-67.6667,287.06,43,15,0.75,BO,1680452216
247,chopinzinho,-25.8558,-52.5233,300.17,39,0,1.16,BR,1680452216
248,mbarara,-0.608,30.65,294.42,70,68,1.85,UG,1680452216
249,koboko,3.4136,30.9599,295.1,69,60,1.57,UG,1680452216
250,togur,58.3631,82.8265,271.71,79,100,5.37,RU,1680452217
251,tarauaca,-8.1614,-70.7656,299.84,89,81,1.12,BR,1680452217
252,kapuskasing,49.4169,-82.4331,275.2,44,100,6.69,CA,1680452217
253,lasa,46.6166,10.7002,286.87,76,98,2.78,IT,1680452217
254,pisco,-13.7,-76.2167,299.18,73,20,3.09,PE,1680452217
255,srednekolymsk,67.45,153.6833,239.84,100,31,1.62,RU,1680452217
256,hami,42.8,93.45,278.54,18,25,2.38,CN,1680452218
257,petropavlovsk-kamchatskiy,53.0452,158.6483,270.48,80,0,2.0,RU,1680452218
258,aykhal,66.0,111.5,265.37,88,100,13.15,RU,1680452218
259,melfi,40.9965,15.6514,287.87,84,100,3.88,IT,1680452218
260,ulaangom,49.9811,92.0667,262.29,45,90,1.84,MN,1680452218
261,akyab,20.15,92.9,299.67,74,91,3.48,MM,1680452218
262,shitanjing,39.2342,106.3439,275.76,30,93,3.28,CN,1680452219
263,sulangan,11.1373,123.7228,300.71,77,69,6.84,PH,1680452219
264,pochutla,15.7432,-96.4661,305.83,42,32,2.47,MX,1680452219
265,laje,-10.1833,-40.9667,306.96,26,14,3.47,BR,1680452133
266,ballina,-28.8667,153.5667,290.25,86,33,1.22,AU,1680452219
267,adrar,20.5022,-10.0711,308.92,4,0,3.14,MR,1680452153
268,vestmannaeyjar,63.4427,-20.2734,279.7,70,75,7.72,IS,1680452219
269,valdemarpils,57.3707,22.5919,274.2,66,2,6.37,LV,1680452219
270,derzhavinsk,51.1,66.3167,279.12,48,0,7.92,KZ,1680452220
271,gat,31.61,34.7642,294.48,31,4,4.26,IL,1680452220
272,nova vicosa,-17.8919,-39.3719,300.85,70,60,4.9,BR,1680452220
273,fairbanks,64.8378,-147.7164,268.48,87,100,1.54,US,1680451974
274,gardner,42.5751,-71.9981,279.4,38,0,5.66,US,1680452220
275,severo-yeniseyskiy,60.3725,93.0408,265.23,92,100,5.89,RU,1680452220
276,acapulco,16.8634,-99.8901,303.05,54,0,3.09,MX,1680452189
277,kropotkin,45.4375,40.5756,284.81,55,42,3.45,RU,1680452221
278,houma,29.5958,-90.7195,299.15,58,0,6.17,US,1680452221
279,fort nelson,58.8053,-122.7002,266.45,75,97,0.89,CA,1680452123
280,sur,22.5667,59.5289,298.93,68,73,2.21,OM,1680452222
281,thompson,55.7435,-97.8558,256.24,66,75,6.69,CA,1680452222
282,faanui,-16.4833,-151.75,300.85,73,100,2.42,PF,1680452223
283,stupino,54.9008,38.0708,279.8,79,100,4.22,RU,1680452223
284,salinopolis,-0.6136,-47.3561,299.39,86,67,3.76,BR,1680452223
285,balabac,7.9868,117.0645,299.53,80,63,1.36,PH,1680452224
286,yilan,24.757,121.753,292.54,82,99,0.14,TW,1680452224
287,trinidad,-14.8333,-64.9,304.14,66,40,2.06,BO,1680452224
288,sarh,9.1429,18.3923,310.1,23,20,2.57,TD,1680452224
